,EC-NUMBER,SUBSTRATES,PRODUCTS,GIBBS
2980,EC-1.3.1,"['CPD-13218', 'NADPH', 'PROTON']","['CPD-13220', 'NADP']", -11.963500999999999
2981,EC-1.3.1,"['N-ETHYLMALEIMIDE', 'NADPH', 'PROTON']","['CPD0-903', 'NADP']", 0.72650146
2982,EC-1.3.1,"['CPD-8647', 'NADP']","['PROTON', 'CPD-8636', 'NADPH']", 7.803528
2983,EC-1.3.1,"['CPD-12609', 'NADPH', 'PROTON']","['CPD-14114', 'NADP']", 3.1765137
2984,EC-1.3.1,"['CIS-34-DIHYDROXYCYCLOHEXA-162-DIENE-', 'NAD']","['CPD-635', 'NADH', 'PROTON']", 4.1217957
2985,EC-1.3.1,"['LONG-CHAIN-KETONE', 'NADP']","['Enones', 'NADPH', 'PROTON']", 40.585754
2986,EC-1.3.1,"['CPD-14894', 'NADP']","['ERGOSTEROL', 'NADPH', 'PROTON']", 14.173507999999998
2987,EC-1.3.1,"['ACROLEIN', 'NADPH', 'PROTON']","['CPD-665', 'NADP']", -11.963562
2988,EC-1.3.1,"['CPD-13464', 'NAD']","['CPD-13465', 'NADH', 'PROTON']", 0.7718353
2989,EC-1.3.1,"['ARG', 'NAD']","['CPD-18935', 'NADH', 'PROTON']", 15.421829999999998
2990,EC-1.3.1,"['CPD-10618', 'NAD']","['CPD-9151', 'CARBON-DIOXIDE', 'NADH']", -7.6940919999999995
2991,EC-1.3.1,"['CPD-15501', 'NADPH', 'PROTON']","['CPD-15500', 'NADP']", -9.64354
2992,EC-1.3.1,"['CPD-17800', 'NADPH', 'PROTON']","['CPD-17801', 'NADP']", 7.746460000000001
2993,EC-1.3.1,"['CPD-20990', 'NAD']","['CPD-20991', 'NADH', 'PROTON']", 0.7718353
2994,EC-1.3.1,"['STEAROYL-COA', 'NADP']","['CPD-10262', 'NADPH', 'PROTON']", 12.623596000000001
2995,EC-1.3.1,"['CPD-19444', 'NADP']","['CPD-19434', 'NADPH', 'PROTON']", 0.8234863000000001
2996,EC-1.3.1,"['Actinorhodin-Intermediate-2', 'NADP']","['Hepta-oxo-hexadecanoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
2997,EC-1.3.1,"['CPD-14900', 'NADP']","['CPD-14899', 'NADPH', 'PROTON']", 14.173507999999998
2998,EC-1.3.1,"['PROTON', 'CPD-3402', 'NADPH']","['CPD-9366', 'NADP']", 6.4664917
2999,EC-1.3.1,"['CPD-13222', 'NADPH', 'PROTON']","['CPD-13223', 'NADP']", -12.623505
3000,EC-1.3.1,"['CPD-10619', 'NAD']","['CPD-9152', 'CARBON-DIOXIDE', 'NADH']", -7.6940919999999995
3001,EC-1.3.1,"['ANDROSTERONE', 'NADP']","['3-BETA-HYDROXYANDROST-5-EN-17-ONE', 'NADPH', 'PROTON']", 11.193512
3002,EC-1.3.1,"['CPD-9668', 'NAD']","['CPD-9667', 'NADH', 'PROTON']", -8.048096000000001
3003,EC-1.3.1,"['CPD-21411', 'NAD']","['CPD-21412', 'NADH', 'PROTON']", 0.7718505999999999
3004,EC-1.3.1,"['CPD-14892', 'PROTON', 'NADPH']","['CPD-14893', 'NADP']", -12.953552
3005,EC-1.3.1,"['CPD-3946', 'NADP']","['PROTON', 'CPD-3945', 'NADPH']", 9.643494
3006,EC-1.3.1,"['CPD-10175', 'NADP']","['CPD-10176', 'NADPH', 'PROTON']", 2.3735352
3007,EC-1.3.1,"['CPD-7600', 'NADPH', 'PROTON']","['BUTANAL', 'NADP']", -10.413483
3008,EC-1.3.1,"['CPD-18798', 'NAD']","['CPD-20995', 'NADH', 'PROTON']", 10.89183
3009,EC-1.3.1,"['CPD-503', 'Acceptor']","['Cinnamoyl-CoAs', 'Donor-H2']", 'No-Data'
3010,EC-1.3.1,"['CPD-709', 'NADP']","['PROTON', 'CPD-698', 'NADPH']", 9.643555000000001
3011,EC-1.3.1,"['4-METHYL-824-CHOLESTADIENOL', 'NADP']","['CPD-12853', 'NADPH', 'PROTON']", 11.193466
3012,EC-1.3.1,"['Petroselinoyl-ACPs', 'NADP']","['Petrosel-2-enoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3013,EC-1.3.1,"['5-BETA-ANDROSTANE-317-DIONE', 'NADP']","['ANDROST4ENE', 'NADPH', 'PROTON']", 9.643524000000001
3014,EC-1.3.1,"['ZYMOSTEROL', 'NADP']","['CPD-12159', 'NADPH', 'PROTON']", 15.873579999999999
3015,EC-1.3.1,"['CPD-17793', 'NADPH', 'PROTON']","['CPD-17786', 'NADP']", 7.746521
3016,EC-1.3.1,"['2-3-DIHYDRODIPICOLINATE', 'NAD']","['CPD-4841', 'NADH', 'PROTON']", -6.6882324
3017,EC-1.3.1,"['CPD-14902', 'PROTON', 'NADPH']","['CPD-14901', 'NADP']", -12.953552
3018,EC-1.3.1,"['DAIDZEIN', 'NADPH', 'PROTON']","['CPD-12609', 'NADP']", 7.746460000000001
3019,EC-1.3.1,"['CPD-707', 'NADP']","['PROTON', 'CPD-8135', 'NADPH']", 14.173553
3020,EC-1.3.1,"['DOCOSAPENTAENOYL-2-ENOYL-ACP', 'NADH', 'PROTON']","['DOCOSAPENTAENOYL-ACP', 'NAD']", -34.414062
3021,EC-1.3.1,"['CPD-8847', 'NADPH', 'PROTON']","['MEK', 'NADP']", -11.96347
3022,EC-1.3.1,"['CPD-13465', 'NAD']","['CPD-13455', 'NADH', 'PROTON']", -17.587220000000002
3023,EC-1.3.1.1,"['DI-H-URACIL', 'NAD']","['URACIL', 'NADH', 'PROTON']",-6.938202
3024,EC-1.3.1.10,"['Palmitoyl-ACPs', 'NADP']","['2-Hexadecenoyl-ACPs', 'NADPH', 'PROTON']",33.16577
3025,EC-1.3.1.10,"['Dodecanoyl-ACPs', 'NADP']","['Dodec-2-enoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3026,EC-1.3.1.10,"['Decanoyl-ACPs', 'NADP']","['Trans-D2-decenoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3027,EC-1.3.1.10,"['Stearoyl-ACPs', 'NADP']","['Octadec-2-enoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3028,EC-1.3.1.10,"['Octanoyl-ACPs', 'NADP']","['2-Octenoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3029,EC-1.3.1.10,"['Myristoyl-ACPs', 'NADP']","['Tetradec-2-enoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3030,EC-1.3.1.10,"['Hexanoyl-ACPs', 'NADP']","['Hex-2-enoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3031,EC-1.3.1.10,"['Saturated-Fatty-Acyl-ACPs', 'NADP']","['NADPH', 'TRANS-D2-ENOYL-ACP', 'PROTON']", 33.16577
3032,EC-1.3.1.100,"['CPD-15250', 'NAD-P-OR-NOP']","['BIS-GERANYLGERANYLGLYCEROL-PHOSPHATE', 'NADH-P-OR-NOP', 'PROTON']",36.724854
3033,EC-1.3.1.101,"['n-Alkanals', 'NADP']","['Alk-2-enals', 'NADPH', 'PROTON']",33.16577
3034,EC-1.3.1.102,"['CPD-15409', 'NADP']","['CPD-15408', 'NADPH', 'PROTON']",14.223572
3035,EC-1.3.1.103,"['Saturated-Fatty-Acyl-ACPs', 'NADP']","['NADPH', 'TRANS-D2-ENOYL-ACP', 'PROTON']",33.16577
3036,EC-1.3.1.104,"['CPD-10201', 'NADP']","['CPD-10206', 'NADPH', 'PROTON']",10.103516
3037,EC-1.3.1.105,"['CPD-10209', 'NADP']","['CPD-10208', 'NADPH', 'PROTON']",10.103516
3038,EC-1.3.1.105,"['CPD-10210', 'NADP']","['CPD-10207', 'NADPH', 'PROTON']", 10.103516
3039,EC-1.3.1.105,"['CPD-10198', 'NAD-P-OR-NOP']","['CPD-10205', 'NADH-P-OR-NOP', 'PROTON']", 0.42059326
3040,EC-1.3.1.106,"['CPD-16782', 'NADH-P-OR-NOP']","['CPD-16781', 'NAD-P-OR-NOP']",35.057373
3041,EC-1.3.1.107,"['DIHYDROCHELIRUBINE', 'NAD-P-OR-NOP']","['CPD-9893', 'NADH-P-OR-NOP']",-35.057373
3042,EC-1.3.1.107,"['DIHYDROSANGUINARINE', 'NAD-P-OR-NOP']","['SANGUINARINE', 'NADH-P-OR-NOP']", -35.057373
3043,EC-1.3.1.108,"['BUTYRYL-COA', 'NAD', 'Reduced-ferredoxins']","['CROTONYL-COA', 'NADH', 'Oxidized-ferredoxins']",24.745361
3044,EC-1.3.1.109,"['MELILOTATE', 'NAD']","['PROTON', 'NADH', '2-COUMARATE']",9.051788
3045,EC-1.3.1.11,"['Lactate', 'NAD', 'Reduced-ferredoxins']","['PYRUVATE', 'NADH', 'Oxidized-ferredoxins']",14.205444
3046,EC-1.3.1.110,"['CPD-9091', 'NADP']","['CPD-18890', 'NADPH', 'PROTON']",40.840515
3047,EC-1.3.1.111,"['CPD-9067', 'NADP']","['CPD-9088', 'NADPH', 'PROTON']",40.840637
3048,EC-1.3.1.111,"['CPD-9096', 'NADP']","['CPD-9098', 'NADPH', 'PROTON']", 47.920593
3049,EC-1.3.1.112,"['2S-3S-Flavan-3-ols', 'NADP']","['3-OH-Anthocyanidins', 'NADPH', 'PROTON']",13.951416
3050,EC-1.3.1.112,"['CPD-19101', 'NADP']","['CPD-7090', 'NADPH', 'PROTON']", -19.145996
3051,EC-1.3.1.112,"['2S-3R-Flavan-3-ols', 'NADP']","['3-OH-Anthocyanidins', 'NADPH', 'PROTON']", 13.951416
3052,EC-1.3.1.112,"['CPD-19097', 'NADP']","['CPD-591', 'NADPH', 'PROTON']", -19.146117999999998
3053,EC-1.3.1.112,"['CPD-19096', 'NADP']","['PELARGONIDIN-CMPD', 'NADPH', 'PROTON']", -19.146117999999998
3054,EC-1.3.1.112,"['CPD-19099', 'NADP']","['PELARGONIDIN-CMPD', 'NADPH', 'PROTON']", -19.146117999999998
3055,EC-1.3.1.112,"['CPD-19100', 'NADP']","['CPD-591', 'NADPH', 'PROTON']", -19.146117999999998
3056,EC-1.3.1.113,"['CPD1UA-45', 'NADP']","['CPD1UA-42', 'NADPH', 'PROTON']",-20.96643
3057,EC-1.3.1.113,"['CPD-19888', 'NADP']","['CPD-19889', 'NADPH', 'PROTON']", -20.96643
3058,EC-1.3.1.113,"['CPD-19944', 'NADP']","['CPD-19943', 'NADPH', 'PROTON']", -0.42425537
3059,EC-1.3.1.114,"['3-OXO-DEOXYCHOLYL-COA', 'NAD']","['3-OXO-DELTA4-DEOXYCHOLYL-COA', 'NADH', 'PROTON']",10.891846000000001
3060,EC-1.3.1.114,"['CPD-18823', 'NAD']","['CPD-13696', 'NADH', 'PROTON']", 10.891815
3061,EC-1.3.1.114,"['3-OXO-DELTA4-DEOXYCHOLYL-COA', 'NAD']","['3-OXO-DELTA46-CHOLYL-COA', 'NADH', 'PROTON']", 3.6218262
3062,EC-1.3.1.115,"['CPD-18819', 'NAD']","['CPD-18820', 'NADH', 'PROTON']",10.891846000000001
3063,EC-1.3.1.116,"['CPD-21181', 'NADP']","['FERULOYL-COA', 'NADPH', 'PROTON']",7.8034669999999995
3064,EC-1.3.1.117,"['CPD-12449', 'NADP']","['P-COUMAROYL-COA', 'NADPH', 'PROTON']",7.803528
3065,EC-1.3.1.118,"['cis-cis-D9-21-C40-2-ACPs', 'NAD']","['trans-D2-cis-cis-D9-21-C40-3-ACPs', 'NADH', 'PROTON']",34.414062
3066,EC-1.3.1.118,"['cis-delta15-gheddoyl-ACPs', 'NAD']","['trans-D2-cis-D15-gheddoyl-ACPs', 'NADH', 'PROTON']", 34.414062
3067,EC-1.3.1.118,"['cis-delta17-C36-ACPs', 'NAD']","['trans-D2-cis-D17-C36-ACPs', 'NADH', 'PROTON']", 34.414062
3068,EC-1.3.1.118,"['cis-cis-D15-33-C52-2-ACPs', 'NAD']","['trans-D2-cis-cis-D15-33-C52-3-ACPs', 'NADH', 'PROTON']", 34.414062
3069,EC-1.3.1.118,"['cis-cis-D11-23-C42-2-ACPs', 'NAD']","['trans-D2-cis-cis-D11-23-C42-3-ACPs', 'NADH', 'PROTON']", 34.414062
3070,EC-1.3.1.118,"['cis-delta7-cerotoyl-ACPs', 'NAD']","['trans-D2-cis-D7-cerotoyl-ACPs', 'NADH', 'PROTON']", 34.414062
3071,EC-1.3.1.118,"['cis-cis-D13-25-C44-2-ACPs', 'NAD']","['trans-D2-cis-cis-D13-25-C44-3-ACPs', 'NADH', 'PROTON']", 34.414062
3072,EC-1.3.1.118,"['cis-cis-D11-29-C48-2-ACPs', 'NAD']","['trans-D2-cis-cis-D11-29-C48-3-ACPs', 'NADH', 'PROTON']", 34.414062
3073,EC-1.3.1.118,"['cis-delta19-C38-ACPs', 'NAD']","['trans-D2-cis-D19-C38-ACPs', 'NADH', 'PROTON']", 34.414062
3074,EC-1.3.1.118,"['cis-cis-D17-29-C48-2-ACPs', 'NAD']","['trans-D2-cis-cis-D17-29-C48-3-ACPs', 'NADH', 'PROTON']", 34.414062
3075,EC-1.3.1.118,"['cis-cis-D7-25-C44-2-ACPs', 'NAD']","['trans-D2-cis-cis-D7-25-C44-3-ACPs', 'NADH', 'PROTON']", 34.414062
3076,EC-1.3.1.118,"['cis-cis-D17-35-C54-2-ACPs', 'NAD']","['trans-D2-cis-cis-D17-35-C54-3-ACPs', 'NADH', 'PROTON']", 34.414062
3077,EC-1.3.1.118,"['cis-cis-D5-23-C42-2-ACPs', 'NAD']","['trans-D2-cis-cis-D5-23-C42-3-ACPs', 'NADH', 'PROTON']", 34.414062
3078,EC-1.3.1.118,"['cis-cis-D19-37-C56-2-ACPs', 'NAD']","['trans-D2-cis-cis-D19-37-C56-3-ACPs', 'NADH', 'PROTON']", 34.414124
3079,EC-1.3.1.118,"['cis-delta9-montanoyl-ACPs', 'NAD']","['trans-D2-cis-D9-montanoyl-ACPs', 'NADH', 'PROTON']", 34.414062
3080,EC-1.3.1.118,"['cis-delta11-melissoyl-ACPs', 'NAD']","['trans-D2-cis-D11-melissoyl-ACPs', 'NADH', 'PROTON']", 34.414062
3081,EC-1.3.1.118,"['cis-cis-D13-31-C50-2-ACPs', 'NAD']","['trans-D2-cis-cis-D13-31-C50-3-ACPs', 'NADH', 'PROTON']", 34.414062
3082,EC-1.3.1.118,"['cis-cis-D5-17-C36-2-ACPs', 'NAD']","['trans-D2-cis-cis-D5-17-C36-3-ACPs', 'NADH', 'PROTON']", 34.414062
3083,EC-1.3.1.118,"['cis-cis-D21-39-C58-2-ACPs', 'NAD']","['trans-D2-cis-cis-D21-39-C58-3-ACPs', 'NADH', 'PROTON']", 34.414062
3084,EC-1.3.1.118,"['Meromycolyl-ACP', 'NAD']","['Trans-Delta2-meromycolyl-ACP', 'NADH', 'PROTON']", 34.414062
3085,EC-1.3.1.118,"['cis-cis-D19-31-C50-2-ACPs', 'NAD']","['trans-D2-cis-cis-D19-31-C50-3-ACPs', 'NADH', 'PROTON']", 34.414062
3086,EC-1.3.1.118,"['cis-delta13-lacceroyl-ACPs', 'NAD']","['trans-D2-cis-D13-lacceroyl-ACPs', 'NADH', 'PROTON']", 34.414062
3087,EC-1.3.1.118,"['cis-cis-D9-27-C46-2-ACPs', 'NAD']","['trans-D2-cis-cis-D9-27-C46-3-ACPs', 'NADH', 'PROTON']", 34.414062
3088,EC-1.3.1.118,"['cis-cis-D15-27-C46-2-ACPs', 'NAD']","['trans-D2-cis-cis-D15-27-C46-3-ACPs', 'NADH', 'PROTON']", 34.414062
3089,EC-1.3.1.118,"['cis-delta5-lignoceroyl-ACPs', 'NAD']","['trans-D2-cis-D5-lignoceroyl-ACPs', 'NADH', 'PROTON']", 34.414062
3090,EC-1.3.1.119,"['CPD-10857', 'NAD']","['CPD-10855', 'NADH', 'PROTON']",14.601807
3091,EC-1.3.1.119,"['CPD-10609', 'NAD']","['CPD-9151', 'NADH', 'PROTON']", -6.3582152999999995
3092,EC-1.3.1.119,"['CPD-10655', 'NAD']","['CPD-10616', 'NADH', 'PROTON']", 4.121765
3093,EC-1.3.1.119,"['CPD-10839', 'NAD']","['CPD-10840', 'NADH', 'PROTON']", 14.601776000000001
3094,EC-1.3.1.119,"['CPD-10856', 'NAD']","['CPD-10854', 'NADH', 'PROTON']", 14.601807
3095,EC-1.3.1.119,"['CPD-10624', 'NAD']","['CPD-10626', 'NADH', 'PROTON']", 4.1217957
3096,EC-1.3.1.119,"['CPD-10604', 'NAD']","['35-DICHLOROCATECHOL', 'NADH', 'PROTON']", 4.121826
3097,EC-1.3.1.119,"['CPD-10623', 'NAD']","['CPD-10622', 'NADH', 'PROTON']", 13.147704999999998
3098,EC-1.3.1.119,"['CPD-10628', 'NAD']","['CPD-10629', 'NADH', 'PROTON']", 13.147704999999998
3099,EC-1.3.1.12,"['PREPHENATE', 'NADP']","['P-HYDROXY-PHENYLPYRUVATE', 'CARBON-DIOXIDE', 'NADPH']",-18.798279
3100,EC-1.3.1.13,"['DI-H-OROTATE', 'NAD']","['PROTON', 'OROTATE', 'NADH']",-8.128174000000001
3101,EC-1.3.1.14,"['DI-H-OROTATE', 'NADP']","['PROTON', 'OROTATE', 'NADPH']",-9.376465
3102,EC-1.3.1.15,"['CPD-8147', 'NADP']","['PROTON', '3-NITROACRYLATE', 'NADPH']",12.623474
3103,EC-1.3.1.16,"['NADP', '3-METHYLOXINDOLE']","['PROTON', 'NADPH', '3-METHYLENEOXINDOLE']",2.8235167999999997
3104,EC-1.3.1.17,"['NAD', 'CPD-274']","['NADH', 'CPD-1080']",-21.28894
3105,EC-1.3.1.18,"['NAD', 'TOLUENECISDHDIOL']","['PROTON', 'NADH', 'CPD-111']",-6.3582152999999995
3106,EC-1.3.1.19,"['CPD-288', 'NAD']","['CATECHOL', 'NADH', 'PROTON']",-16.838196
3107,EC-1.3.1.2,"['DI-H-URACIL', 'NADP']","['URACIL', 'NADPH', 'PROTON']",-8.186461999999999
3108,EC-1.3.1.20,"['CHOLESTEROL', 'NADP']","['CPD-4187', 'NADPH', 'PROTON']",11.193497
3109,EC-1.3.1.21,"['CPD-4127', 'NADP']","['CPD-4126', 'NADPH', 'PROTON']",11.193527
3110,EC-1.3.1.21,"['DESMOSTEROL-CPD', 'NADP']","['CPD-8646', 'NADPH', 'PROTON']", 11.193558
3111,EC-1.3.1.21,"['CPD-706', 'NADP']","['CPD-700', 'NADPH', 'PROTON']", 11.193466
3112,EC-1.3.1.22,"['17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O', 'NADP']","['TESTOSTERONE', 'PROTON', 'NADPH']",9.643524000000001
3113,EC-1.3.1.22,"['CPD-293', 'NADP']","['PROGESTERONE', 'NADPH', 'PROTON']", 9.643463
3114,EC-1.3.1.22,"['3-Oxo-5-Alpha-Steroids', 'NADP']","['3-Oxo-Delta-4-Steroids', 'NADPH', 'PROTON']", 30.185791
3115,EC-1.3.1.22,"['CPD-1081', 'NADP']","['CPD-323', 'NADPH', 'PROTON']", 9.643478
3116,EC-1.3.1.24,"['CPD-19722', 'NAD-P-OR-NOP']","['CPD-19713', 'NADH-P-OR-NOP', 'PROTON']",-32.299377
3117,EC-1.3.1.25,"['PALMITALDEHYDE', 'NADP']","['CPD-292', 'NADPH', 'PROTON']",12.623489999999999
3118,EC-1.3.1.27,"['DIHYDRO-DIOH-BENZOATE', 'NAD']","['2-3-DIHYDROXYBENZOATE', 'NADH', 'PROTON']",-6.3582152999999995
3119,EC-1.3.1.28,"['CIS-12-DIHYDRONAPHTHALENE-12-DIOL', 'NAD']","['NAPHTHALENE-12-DIOL', 'NADH', 'PROTON']",-23.367187
3120,EC-1.3.1.29,"['CPD-7237', 'NADPH', 'PROTON']","['CPD-10503', 'NADP']",-9.643478
3121,EC-1.3.1.3,"['CPD-1087', 'NADPH', 'PROTON']","['CPD-10548', 'NADP']",-9.643478
3122,EC-1.3.1.3,"['CPD-287', 'NADP']","['PROTON', 'CORTISONE', 'NADPH']", 9.643524000000001
3123,EC-1.3.1.3,"['CPD-1082', 'NADP']","['PROTON', 'CPD-323', 'NADPH']", 9.643463
3124,EC-1.3.1.31,"['3-KETO-ADIPATE', 'NAD-P-OR-NOP']","['CPD-294', 'NADH-P-OR-NOP', 'PROTON']",2.0506592
3125,EC-1.3.1.32,"['CPD-19731', 'NAD-P-OR-NOP']","['CPD-10634', 'NADH-P-OR-NOP', 'PROTON']",2.0506592
3126,EC-1.3.1.32,"['CPD-19732', 'NAD-P-OR-NOP']","['CPD-10637', 'NADH-P-OR-NOP', 'PROTON']", 4.310608
3127,EC-1.3.1.32,"['CPD-19731', 'NAD-P-OR-NOP']","['2-CHLOROMALEYLACETATE', 'NADH-P-OR-NOP', 'PROTON']", 4.310608
3128,EC-1.3.1.33,"['CHLOROPHYLLIDE-A', 'NADP']","['MONO-VINYL-PROTOCHLOROPHYLLIDE-A', 'NADPH', 'PROTON', 'Light']",'No-Data'
3129,EC-1.3.1.34,"['TETRADEHYDROACYL-COA', 'NADPH']","['Trans-3-enoyl-CoAs', 'NADP']",-31.156738
3130,EC-1.3.1.34,"['CPD-15661', 'NADPH', 'PROTON']","['CPD-15655', 'NADP']", -7.8034669999999995
3131,EC-1.3.1.34,"['CPD-15654', 'NADPH', 'PROTON']","['CPD-15655', 'NADP']", -7.8034669999999995
3132,EC-1.3.1.34,"['2-trans-4-cis-dienoyl-CoAs', 'NADPH']","['Trans-3-enoyl-CoAs', 'NADP', 'PROTON']", -29.107544
3133,EC-1.3.1.34,"['TRANS-D2-ENOYL-COA', 'NADP']","['TETRADEHYDROACYL-COA', 'NADPH', 'PROTON']", 33.135742
3134,EC-1.3.1.34,"['CPD-15566', 'NADPH', 'PROTON']","['CPD-15567', 'NADP']", -7.803528
3135,EC-1.3.1.36,"['CPD-21556', 'NADP']","['GEISSOSCHIZINE', 'NADPH', 'PROTON']",12.063507000000001
3136,EC-1.3.1.36,"['GEISSOSCHIZINE', 'NADP']","['421-DEHYDROGEISSOSCHIZINE', 'NADPH']", -7.2965089999999995
3137,EC-1.3.1.37,"['Saturated-Fatty-Acyl-CoA', 'NADP']","['TRANS-D2-ENOYL-COA', 'NADPH', 'PROTON']",33.16565
3138,EC-1.3.1.38,"['CPD-14928', 'NADPH', 'PROTON']","['CPD-206', 'NADP']",-12.063477
3139,EC-1.3.1.39,"['Myristoyl-ACPs', 'NADP']","['Tetradec-2-enoyl-ACPs', 'NADPH', 'PROTON']",33.16577
3140,EC-1.3.1.39,"['Butanoyl-ACPs', 'NADP']","['Crotonyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3141,EC-1.3.1.39,"['Dodecanoyl-ACPs', 'NADP']","['Dodec-2-enoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3142,EC-1.3.1.39,"['Hexanoyl-ACPs', 'NADP']","['Hex-2-enoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3143,EC-1.3.1.39,"['Decanoyl-ACPs', 'NADP']","['Trans-D2-decenoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3144,EC-1.3.1.39,"['Saturated-Fatty-Acyl-ACPs', 'NADP']","['NADPH', 'TRANS-D2-ENOYL-ACP', 'PROTON']", 33.16577
3145,EC-1.3.1.39,"['Palmitoyl-ACPs', 'NADP']","['2-Hexadecenoyl-ACPs', 'NADPH', 'PROTON']", 33.16577
3146,EC-1.3.1.40,"['NAD', '512-DIHYDROXANTHOMMATIN']","['PROTON', 'NADH', 'XANTHOMMATIN']",-31.827209999999997
3147,EC-1.3.1.41,"['NADP', 'CPD-730']","['PROTON', 'NADPH', 'CPD-729']",0.82351685
3148,EC-1.3.1.42,"['CPD-659', 'NAD']","['TYR', 'CARBON-DIOXIDE', 'NADH']",-16.24408
3149,EC-1.3.1.43,"['BUTYRYL-COA', 'NAD']","['CROTONYL-COA', 'NADH', 'PROTON']",13.871765
3150,EC-1.3.1.44,"['HEXANOYL-COA', 'NAD']","['CPD0-2121', 'NADH', 'PROTON']",13.871704000000001
3151,EC-1.3.1.44,"['CPD-17494', 'NAD']","['CPD-18023', 'NADH', 'PROTON']", 13.871826
3152,EC-1.3.1.44,"['Saturated-Fatty-Acyl-CoA', 'NAD']","['TRANS-D2-ENOYL-COA', 'NADH', 'PROTON']", 34.413940000000004
3153,EC-1.3.1.45,"['CPD-3630', 'NADP']","['CPD-3629', 'NADPH', 'PROTON']",-7.746460000000001
3154,EC-1.3.1.46,"['NAD-P-OR-NOP', '12-DIHYDROSANTONIN']","['NADH-P-OR-NOP', 'ALPHA-SANTONIN', 'PROTON']",6.740631
3155,EC-1.3.1.47,"['ALPHA-HYDROXY-915-DIOXOPROSTANOATE', 'NAD-P-OR-NOP']","['HYDROXY-915-DIOXOPROSTA-13-ENOATE', 'NADH-P-OR-NOP', 'PROTON']",3.6006165
3156,EC-1.3.1.48,"['NAD', 'CPD-13486']","['PROTON', 'NADH', 'PHENANTHRENE-34-DIOL']",-23.367187
3157,EC-1.3.1.49,"['CPD-5205', 'NAD-P-OR-NOP']","['CPD-5202', 'NADH-P-OR-NOP', 'PROTON']",3.600586
3158,EC-1.3.1.5,"['2-HYDROXY-23-DIHYDRODAIDZEIN', 'NADP']","['2-HYDROXYDAIDZEIN', 'NADPH', 'PROTON']",-7.746460000000001
3159,EC-1.3.1.51,"['CPD-6646', 'NADP']","['CPD-6641', 'NADPH', 'PROTON']",-7.746460000000001
3160,EC-1.3.1.53,"['CPD-1943', 'WATER', 'NAD']","['PROTON', '3-4-DIHYDROXYBENZOATE', 'NADH', 'HCO3']",-8.517028999999999
3161,EC-1.3.1.54,"['CIS-3-PHENYLCYCLOHEXA-35-DIENE-12-DIOL', 'NAD']","['BIPHENYL-23-DIOL', 'NADH', 'PROTON']",-6.3582
3162,EC-1.3.1.56,"['CPD-18740', 'NAD']","['CPD-18741', 'NADH', 'PROTON']",-6.358185
3163,EC-1.3.1.56,"['CPD-18745', 'NAD']","['CPD-18746', 'NADH', 'PROTON']", 4.1217957
3164,EC-1.3.1.57,"['CPD-1005', 'NAD']","['PROTON', 'CPD-1006', 'NADH']",4.1217957
3165,EC-1.3.1.58,"['NAD', 'SUC']","['PROTON', 'NADH', 'FUM']",14.361785999999999
3166,EC-1.3.1.6,"['NAD', 'CIS-12-DIHYDROXY-12-DIHYDRODIBENZOTHIO']","['PROTON', 'NADH', '12-DIHYDROXYDIBENZOTHIOPHENE']",-23.367217999999998
3167,EC-1.3.1.60,"['CPD-558', 'NAD']","['PROTON', 'NADH', '6-CARBOXYHEX-2-ENOYL-COA']",13.871887
3168,EC-1.3.1.62,"['CPD-12651', 'NAD']","['CPD-636', 'NADH', 'PROTON']",4.1217957
3169,EC-1.3.1.64,"['CPD-981', 'NAD']","['PROTON', 'CPD-982', 'NADH']",-23.367187
3170,EC-1.3.1.65,"['NAD', 'CIS-12-DIHYDRO-3-ETHYLCATECHOL']","['PROTON', 'NADH', '3-ETHYLCATECHOL']",-6.3582152999999995
3171,EC-1.3.1.66,"['NAD-P-OR-NOP', 'CIS-12-DIHYDROXY-ETCETERA-CARBOXYLATE']","['CARBON-DIOXIDE', 'NADH-P-OR-NOP', '4-METHYLCATECHOL']",-17.96521
3172,EC-1.3.1.67,"['NAD', '12-DIHYDROXY-6-METHYLCYCLOHEXA-35-DIEN']","['CARBON-DIOXIDE', 'NADH', 'CPD-111']",-7.6940919999999995
3173,EC-1.3.1.68,"['NADP', 'CPD-332']","['PROTON', 'CPD-4210', 'NADPH']",13.613495
3174,EC-1.3.1.69,"['NAD', 'MESO-TARTRATE']","['PROTON', 'NADH', 'CPD-640']",11.201782000000001
3175,EC-1.3.1.7,"['44-DIMETHYL-824-CHOLESTADIENOL', 'NADP']","['44-DIMETHYL-CHOLESTA-814-24-TRIENOL', 'NADPH', 'PROTON']",11.193527
