,EC-NUMBER,SUBSTRATES,PRODUCTS,GIBBS
2802,EC-1.2.1.51,"['2-KETOGLUTARATE', 'CO-A', 'NADP']","['SUC-COA', 'CARBON-DIOXIDE', 'NADPH']",-12.614624000000001
2803,EC-1.2.1.52,"['HYDRPHENYLAC-CPD', 'NAD', 'WATER']","['PROTON', 'NADH', '4-HYDROXYPHENYLACETATE']",-13.105347
2804,EC-1.2.1.53,"['CPD-825', 'NAD', 'WATER']","['CPD-592', 'NADH', 'PROTON']",-12.481200999999999
2805,EC-1.2.1.54,"['BUTANAL', 'CO-A', 'NAD-P-OR-NOP']","['BUTYRYL-COA', 'NADH-P-OR-NOP', 'PROTON']",-19.20935
2806,EC-1.2.1.57,"['PHENYLGLYOXYLATE', 'CO-A', 'NAD']","['BENZOYLCOA', 'CARBON-DIOXIDE', 'NADH']",-11.744019
2807,EC-1.2.1.58,"['GAP', 'Pi', 'NAD-P-OR-NOP']","['DPG', 'NADH-P-OR-NOP', 'PROTON']",-25.465698
2808,EC-1.2.1.59,"['CPD-783', 'NAD', 'WATER']","['PROTON', 'CPD-784', 'NADH']",-14.353577
2809,EC-1.2.1.60,"['CPD-18635', 'NAD', 'WATER']","['CPD-294', 'NADH', 'PROTON']",-22.689423
2810,EC-1.2.1.61,"['4-SULFOBENZALDEHYDE', 'NAD', 'WATER']","['PROTON', 'CPD-257', 'NADH']",-13.729431
2811,EC-1.2.1.62,"['6-OXO-HEXANOATE', 'WATER', 'NADP']","['PROTON', 'ADIPATE', 'NADPH']",-14.977722
2812,EC-1.2.1.63,"['4-HYDROXYBENZALDEHYDE', 'NAD', 'WATER']","['4-hydroxybenzoate', 'NADH', 'PROTON']",-13.105316
2813,EC-1.2.1.64,"['SALICYLALDEHYDE', 'NAD', 'WATER']","['CPD-110', 'NADH', 'PROTON']",-13.105316
2814,EC-1.2.1.65,"['VANILLIN', 'WATER', 'NAD']","['VANILLATE', 'NADH', 'PROTON']",-13.105316
2815,EC-1.2.1.67,"['4-HYDROXYBENZALDEHYDE', 'NAD-P-OR-NOP', 'WATER']","['4-hydroxybenzoate', 'NADH-P-OR-NOP', 'PROTON']",-23.376465
2816,EC-1.2.1.67,"['CPD-7616', 'NAD-P-OR-NOP', 'WATER']","['3-4-DIHYDROXYBENZOATE', 'NADH-P-OR-NOP', 'PROTON']", -23.376465
2817,EC-1.2.1.68,"['CPD-12708', 'WATER', 'NAD']","['CPD-12709', 'NADH', 'PROTON']",-13.105316
2818,EC-1.2.1.69,"['CPD-18279', 'NADP', 'WATER']","['CPD-18275', 'NADPH', 'PROTON']",-14.353638
2819,EC-1.2.1.7,"['3-OH-BENZALDEHYDE', 'NADP', 'WATER']","['3-HYDROXYBENZOATE', 'NADPH', 'PROTON']",-14.353577
2820,EC-1.2.1.7,"['CPD-18278', 'NADP', 'WATER']","['CPD-18274', 'NADPH', 'PROTON']", -14.353638
2821,EC-1.2.1.7,"['BENZALDEHYDE', 'WATER', 'NADP']","['BENZOATE', 'NADPH', 'PROTON']", -14.353638
2822,EC-1.2.1.70,"['CPD-822', 'NAD', 'WATER']","['N2-SUCCINYLGLUTAMATE', 'NADH', 'PROTON']",-14.353546
2823,EC-1.2.1.71,"['ERYTHROSE-4P', 'NAD', 'WATER']","['ERYTHRONATE-4P', 'NADH', 'PROTON']",-14.353577
2824,EC-1.2.1.72,"['SULFOACETALDEHYDE', 'WATER', 'NAD']","['CPD-10246', 'NADH', 'PROTON']",-13.729431
2825,EC-1.2.1.73,"['CPD-8693', 'WATER', 'NAD']","['CPD-8694', 'NADH', 'PROTON']",-13.105316
2826,EC-1.2.1.74,"['MALONATE-S-ALD', 'CO-A', 'NADP']","['MALONYL-COA', 'NADPH', 'PROTON']",-10.4729
2827,EC-1.2.1.75,"['SUCC-S-ALD', 'NADP', 'CO-A']","['SUC-COA', 'NADPH', 'PROTON']",-10.4729
2828,EC-1.2.1.76,"['CPD-12012', 'NADP', 'WATER']","['CIS-34-DEHYDROADIPYL-COA', 'NADPH', 'PROTON']",-16.849976
2829,EC-1.2.1.77,"['CPD-1131', 'NAD', 'WATER']","['PHTHALATE', 'NADH', 'PROTON']",-13.729431
2830,EC-1.2.1.78,"['SUCC-S-ALD', 'NADP', 'WATER']","['SUC', 'NADPH', 'PROTON']",-17.0177
2831,EC-1.2.1.79,"['BETAINE_ALDEHYDE', 'NAD', 'WATER']","['PROTON', 'BETAINE', 'NADH']",-12.481232
2832,EC-1.2.1.8,"['Long-Chain-Aldehydes', 'ACP', 'NAD-P-OR-NOP']","['Long-Chain-Acyl-ACPs', 'NADH-P-OR-NOP', 'PROTON']",3.5429077000000007
2833,EC-1.2.1.80,"['CPD-55', 'NAD-P-OR-NOP', 'ACP']","['Stearoyl-ACPs', 'NADH-P-OR-NOP', 'PROTON']",-366.21752999999995
2834,EC-1.2.1.81,"['CPD-12935', 'NAD', 'WATER']","['CPD-12930', 'NADH', 'PROTON']",-13.105408
2835,EC-1.2.1.82,"['CPD-14100', 'WATER', 'NADP']","['CPD-14094', 'NADPH', 'PROTON']",-14.353638
2836,EC-1.2.1.83,"['PALMITYL-COA', 'NADPH', 'PROTON']","['CPD-348', 'CO-A', 'NADP']",6.6829834
2837,EC-1.2.1.84,"['E-11-TETRADECENOYL-COA', 'NADPH', 'PROTON']","['CPD-17811', 'CO-A', 'NADP']",6.6828613
2838,EC-1.2.1.84,"['CPD-17802', 'NADPH', 'PROTON']","['CPD-17805', 'CO-A', 'NADP']", 6.6829834
2839,EC-1.2.1.84,"['CPD-17638', 'NADPH', 'PROTON']","['CPD-17647', 'CO-A', 'NADP']", 6.6829834
2840,EC-1.2.1.84,"['CPD-17370', 'NADPH', 'PROTON']","['CPD-17644', 'CO-A', 'NADP']", 6.6829834
2841,EC-1.2.1.84,"['Z-11-TETRADECENOYL-COA', 'NADPH', 'PROTON']","['CPD-17807', 'CO-A', 'NADP']", 6.6828613
2842,EC-1.2.1.84,"['STEAROYL-COA', 'NADPH', 'PROTON']","['CPD-7873', 'CO-A', 'NADP']", 6.6828613
2843,EC-1.2.1.84,"['CPD-17621', 'NADPH', 'PROTON']","['CPD-17642', 'CO-A', 'NADP']", 6.6829834
2844,EC-1.2.1.84,"['CPD-17641', 'NADPH', 'PROTON']","['CPD-17643', 'CO-A', 'NADP']", 6.6828613
2845,EC-1.2.1.84,"['TETRADECANOYL-COA', 'NADPH', 'PROTON']","['CPD-7875', 'CO-A', 'NADP']", 6.6828613
2846,EC-1.2.1.84,"['CPD-18346', 'NADPH', 'PROTON']","['CPD-20985', 'CO-A', 'NADP']", 6.6828613
2847,EC-1.2.1.84,"['CPD-17464', 'NADPH', 'PROTON']","['CPD-17809', 'CO-A', 'NADP']", 6.6828613
2848,EC-1.2.1.84,"['Long-Chain-Acyl-CoAs', 'NADPH', 'PROTON']","['Long-chain-alcohols', 'CO-A', 'NADP']", 294.2743
2849,EC-1.2.1.85,"['GERANIAL', 'NAD', 'WATER']","['CPD-7618', 'NADH', 'PROTON']",-13.105316
2850,EC-1.2.1.86,"['CPD-358', 'CO-A', 'NAD']","['D-LACTOYL-COA', 'NADH', 'PROTON']",-6.7281494
2851,EC-1.2.1.87,"['LACTALD', 'CO-A', 'NAD']","['LACTOYL-COA', 'NADH', 'PROTON']",-6.7281494
2852,EC-1.2.1.87,"['CPD-665', 'CO-A', 'NAD']","['PROPIONYL-COA', 'NADH', 'PROTON']", -6.7281494
2853,EC-1.2.1.88,"['GLYCERALD', 'WATER', 'NADP']","['GLYCERATE', 'NADPH', 'PROTON']",-14.353638
2854,EC-1.2.1.89,"['GAP', 'NADP', 'WATER']","['PROTON', 'G3P', 'NADPH']",-16.5318
2855,EC-1.2.1.9,"['GAP', 'NAD-P-OR-NOP', 'WATER']","['G3P', 'NADH-P-OR-NOP', 'PROTON']",-25.554748999999997
2856,EC-1.2.1.90,"['CPDMETA-13650', 'NADP', 'WATER']","['CPD0-2364', 'NADPH', 'PROTON']",-16.849976
2857,EC-1.2.1.91,"['CPD-13430', 'NAD-P-OR-NOP', 'WATER']","['CPD-17129', 'NADH-P-OR-NOP', 'PROTON']",-49.416443
2858,EC-1.2.1.92,"['2-TRANS6-TRANS-FARNESAL', 'NAD', 'WATER']","['CPD-12585', 'NADH', 'PROTON']",-13.105331
2859,EC-1.2.1.94,"['ALLYSINE', 'AMP', 'PPI', 'NADP']","['CPD-468', 'ATP', 'NADPH', 'PROTON']",4.7352295
2860,EC-1.2.1.95,"['CPD-18290', 'NADP', 'WATER']","['CPD-18291', 'NADPH', 'PROTON']",-14.353638
2861,EC-1.2.1.96,"['4-HYDROXYBENZALDEHYDE', 'NADP', 'WATER']","['4-hydroxybenzoate', 'NADPH', 'PROTON']",-14.353577
2862,EC-1.2.1.97,"['CPD-19037', 'NAD', 'WATER']","['CPD-19014', 'NADH', 'PROTON']",-13.105316
2863,EC-1.2.1.98,"['HYDROXYPROPANAL', 'NAD-P-OR-NOP', 'WATER']","['3-HYDROXY-PROPIONATE', 'NADH-P-OR-NOP', 'PROTON']",-25.916504
2864,EC-1.2.1.99,"['GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH', 'NAD-P-OR-NOP', 'WATER']","['CPD-9000', 'NADH-P-OR-NOP', 'PROTON']",-23.376526000000002
2865,EC-1.2.1.M10,"['L-ASPARTATE-SEMIALDEHYDE', 'NAD', 'WATER']","['L-ASPARTATE', 'NADH', 'PROTON']",-14.455322
2866,EC-1.2.1.M5,"['CPD-9912', 'WATER', 'NAD']","['CPD-9913', 'NADH', 'PROTON']",-13.105316
2867,EC-1.2.1.M7,"['2-OXOBUTANOATE', 'CO-A', 'NAD']","['PROPIONYL-COA', 'CARBON-DIOXIDE', 'NADH']",-10.19397
2868,EC-1.2.1.M8,"['2K-ADIPATE', 'NAD', 'CO-A']","['CARBON-DIOXIDE', 'NADH', 'GLUTARYL-COA']",-12.066467
2869,EC-1.2.1.M9,"['2-KETOGLUTARATE', 'CO-A', 'NAD']","['SUC-COA', 'CARBON-DIOXIDE', 'NADH']",-11.366394
2870,EC-1.2.2.1,"['CARBON-MONOXIDE', 'WATER', 'Cytochromes-B561-Ox']","['CARBON-DIOXIDE', 'PROTON', 'Cytochromes-B561-Red']",No-Data
2871,EC-1.2.2.4,"['CPD-3186', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', 'CPD-2742', 'HYDROGEN-PEROXIDE']",-41.62301
2872,EC-1.2.3,"['RETINAL', 'WATER', 'OXYGEN-MOLECULE']","['RETINOATE', 'HYDROGEN-PEROXIDE', 'PROTON']",-42.08719
2873,EC-1.2.3.1,"['GERANIAL', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', 'CPD-7618', 'HYDROGEN-PEROXIDE']",-42.087112
2874,EC-1.2.3.1,"['CPD-7620', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', 'CPD-7619', 'HYDROGEN-PEROXIDE']", -42.087115999999995
2875,EC-1.2.3.1,"['ACETALD', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', 'ACET', 'HYDROGEN-PEROXIDE']", -44.25712
2876,EC-1.2.3.1,"['OXYGEN-MOLECULE', 'WATER', 'Aldehydes']","['Carboxylates', 'HYDROGEN-PEROXIDE', 'PROTON']", -31.816002
2877,EC-1.2.3.13,"['CPD-692', 'WATER', 'OXYGEN-MOLECULE']","['PROTON', 'CPD-693', 'HYDROGEN-PEROXIDE']",-42.087128
2878,EC-1.2.3.14,"['METHYL-GLYOXAL', 'OXYGEN-MOLECULE', 'WATER']","['PYRUVATE', 'HYDROGEN-PEROXIDE', 'PROTON']",-42.297123
2879,EC-1.2.3.15,"['CPD-8887', 'OXYGEN-MOLECULE', 'WATER']","['GLYOX', 'HYDROGEN-PEROXIDE', 'PROTON']",-43.04712
2880,EC-1.2.3.3,"['OXALATE', 'OXYGEN-MOLECULE', 'PROTON']","['CARBON-DIOXIDE', 'HYDROGEN-PEROXIDE']",-38.407654
2881,EC-1.2.3.4,"['GLYOX', 'OXYGEN-MOLECULE', 'WATER']","['OXALATE', 'HYDROGEN-PEROXIDE', 'PROTON']",-39.111237
2882,EC-1.2.3.5,"['PROTON', 'OXYGEN-MOLECULE', 'CO-A', 'PYRUVATE']","['CARBON-DIOXIDE', 'HYDROGEN-PEROXIDE', 'ACETYL-COA']",-38.96588
2883,EC-1.2.3.6,"['INDOLE_ACETALDEHYDE', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', 'INDOLE_ACETATE_AUXIN', 'HYDROGEN-PEROXIDE']",-42.087128
2884,EC-1.2.3.7,"['OXYGEN-MOLECULE', 'WATER', 'PYRIDOXAL']","['PROTON', 'HYDROGEN-PEROXIDE', 'CPD-1112']",-42.087134999999996
2885,EC-1.2.3.8,"['CPD-7616', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', '3-4-DIHYDROXYBENZOATE', 'HYDROGEN-PEROXIDE']",-42.087112
2886,EC-1.2.3.9,"['Aryl-Aldehyde', 'OXYGEN-MOLECULE', 'WATER']","['Aromatic-Acid', 'HYDROGEN-PEROXIDE', 'PROTON']",-31.816002
2887,EC-1.2.3.9,"['CPD-7614', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', 'CPD-7615', 'HYDROGEN-PEROXIDE']", -42.08713
2888,EC-1.2.3.9,"['BENZALDEHYDE', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', 'BENZOATE', 'HYDROGEN-PEROXIDE']", -42.087123999999996
2889,EC-1.2.3.9,"['CINNAMALDEHYDE', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', 'CPD-674', 'HYDROGEN-PEROXIDE']", -42.087123999999996
2890,EC-1.2.4.1,"['2-KETOGLUTARATE', 'Oxo-glutarate-dehydrogenase-lipoyl', 'PROTON']","['Oxo-glutarate-dehydro-suc-DH-lipoyl', 'CARBON-DIOXIDE']",-59.08736999999999
2891,EC-1.2.4.2,"['2-KETO-ISOVALERATE', 'BCAA-dehydrogenase-lipoyl', 'PROTON']","['BCAA-dehydrogenase-2MP-DH-lipoyl', 'CARBON-DIOXIDE']",-91.224846
2892,EC-1.2.4.4,"['2K-4CH3-PENTANOATE', 'BCAA-dehydrogenase-lipoyl', 'PROTON']","['BCAA-dehydrogenase-3MB-DH-lipoyl', 'CARBON-DIOXIDE']",-111.767105
2893,EC-1.2.4.4,"['2-KETO-3-METHYL-VALERATE', 'BCAA-dehydrogenase-lipoyl', 'PROTON']","['BCAA-dehydrogenase-2MB-DH-lipoyl', 'CARBON-DIOXIDE']", -111.767105
2894,EC-1.2.5.1,"['PYRUVATE', 'WATER', 'Ubiquinones']","['CARBON-DIOXIDE', 'Ubiquinols', 'ACET']",-37.285233000000005
2895,EC-1.2.5.2,"['CARBON-MONOXIDE', 'WATER', 'ETR-Quinones']","['CARBON-DIOXIDE', 'ETR-Quinols']",-29.115242
2896,EC-1.2.5.3,"['PYRUVATE', 'CO-A', 'Oxidized-ferredoxins']","['ACETYL-COA', 'CARBON-DIOXIDE', 'Reduced-ferredoxins', 'PROTON']",-20.857666000000002
2897,EC-1.2.7.1,"['PYRUVATE', 'CO-A', 'Oxidized-flavodoxins', 'PROTON']","['ACETYL-COA', 'CARBON-DIOXIDE', 'Reduced-flavodoxins']",2.4440918
2898,EC-1.2.7.10,"['2-Oxo-carboxylates', 'CO-A', 'Oxidized-ferredoxins']","['ACYL-COA', 'CARBON-DIOXIDE', 'Reduced-ferredoxins', 'PROTON']",-339.47235
2899,EC-1.2.7.11,"['Oxidized-ferredoxins', 'Formyl-methanofurans', 'WATER']","['Reduced-ferredoxins', 'Methanofurans', 'CARBON-DIOXIDE', 'PROTON']",-24.927704000000002
2900,EC-1.2.7.12,"['2-KETOGLUTARATE', 'CO-A', 'Oxidized-ferredoxins']","['SUC-COA', 'CARBON-DIOXIDE', 'Reduced-ferredoxins', 'PROTON']",-22.23999
2901,EC-1.2.7.3,"['CARBON-MONOXIDE', 'WATER', 'Oxidized-ferredoxins']","['CARBON-DIOXIDE', 'Reduced-ferredoxins', 'PROTON']",-20.584770000000002
2902,EC-1.2.7.4,"['Aldehydes', 'WATER', 'Oxidized-ferredoxins']","['Carboxylates', 'PROTON', 'Reduced-ferredoxins']",-13.707764000000001
2903,EC-1.2.7.5,"['GAP', 'WATER', 'Oxidized-ferredoxins']","['G3P', 'Reduced-ferredoxins', 'PROTON']",-26.157166
2904,EC-1.2.7.6,"['2-KETO-ISOVALERATE', 'CO-A', 'Oxidized-ferredoxins']","['ISOBUTYRYL-COA', 'CARBON-DIOXIDE', 'Reduced-ferredoxins', 'PROTON']",-21.067626999999998
2905,EC-1.2.7.7,"['2-OXOBUTANOATE', 'Oxidized-ferredoxins', 'CO-A']","['PROPIONYL-COA', 'Reduced-ferredoxins', 'CARBON-DIOXIDE', 'PROTON']",-21.067566
2906,EC-1.2.7.7,"['2-KETO-3-METHYL-VALERATE', 'CO-A', 'Oxidized-ferredoxins']","['2-METHYL-BUTYRYL-COA', 'CARBON-DIOXIDE', 'Reduced-ferredoxins', 'PROTON']", -21.067626999999998
2907,EC-1.2.7.7,"['2K-4CH3-PENTANOATE', 'CO-A', 'Oxidized-ferredoxins']","['ISOVALERYL-COA', 'CARBON-DIOXIDE', 'Reduced-ferredoxins', 'PROTON']", -21.067626999999998
2908,EC-1.2.7.8,"['2-aminomalonyl-semialdehyde-PCP', 'WATER', 'FAD']","['Aminomalonyl-PCP', 'FADH2']",23.006348000000003
2909,EC-1.2.98,"['S-ADENOSYLMETHIONINE', 'CPD-17068', 'WATER']","['CPD-17069', 'CH33ADO', 'MET', 'PROPIONATE', 'PROTON']",-22.728973
2910,EC-1.2.98,"['2-hydroxy-3-oxopropanoyl-ACP', 'FAD', 'WATER']","['Hydroxymalonyl-ACP', 'FADH2']", 22.382263000000002
2911,EC-1.2.98.1,"['GLYCOLALDEHYDE', 'Acceptor']","['GLYCOLLATE', 'Donor-H2', 'PROTON']",No-Data
2912,EC-1.2.99,"['CPD-13150', 'WATER', 'Acceptor']","['CPD-13151', 'Donor-H2', 'PROTON']",No-Data
2913,EC-1.2.99.10,"['CPD-20451', 'WATER', 'Acceptor']","['CPD-20456', 'Donor-H2', 'PROTON']",'No-Data'
2914,EC-1.2.99.6,"['Aldehydes', 'WATER', 'FAD']","['Carboxylates', 'FADH2']",23.006287
2915,EC-1.2.99.7,"['GLYCERALD', 'Acceptor', 'WATER']","['GLYCERATE', 'Donor-H2', 'PROTON']",No-Data
2916,EC-1.2.99.8,"['PHOSPHONATE', 'WATER', 'NAD']","['Pi', 'NADH', 'PROTON']",-113.8212
2917,EC-1.20.1.1,"['Cytochromes-C-Reduced', 'PROTON', 'ARSENATE']","['Cytochromes-C-Oxidized', 'WATER', 'CPD-763']",-0.25228882
2918,EC-1.20.2.1,"['ARSENATE', 'Red-Glutaredoxins', 'PROTON']","['CPD-763', 'Ox-Glutaredoxins', 'WATER']",5.903487999999999
2919,EC-1.20.4.1,"['GLUTATHIONE', 'METHYLARSONATE']","['OXIDIZED-GLUTATHIONE', 'METHYLARSONITE']",20.686768
2920,EC-1.20.4.2,"['CPD-12152', 'Mycoredoxin-L-cysteine', 'PROTON']","['Mycothiol-mycoredoxin-mixed-disulfides', 'CPD-763']",-296.5531
2921,EC-1.20.4.3,"['ARSENATE', 'Red-Thioredoxin', 'PROTON']","['CPD-763', 'Ox-Thioredoxin', 'WATER']",5.903487999999999
2922,EC-1.20.4.4,"['Reduced-Azurins', 'ARSENATE', 'PROTON']","['Oxidized-Azurins', 'CPD-763', 'WATER']",-3.9969940000000004
2923,EC-1.20.9.1,"['CPD-763', 'Acceptor', 'WATER']","['ARSENATE', 'Donor-H2', 'PROTON']",No-Data
2924,EC-1.20.99.1,"['TYR', 'NADP', 'CPD-387']","['DIIODO-L-TYROSINE', 'NADPH', 'PROTON']",37.79126
2925,EC-1.21.1.1,"['CPD-1776', 'CL-', 'NADP']","['24-DICHLOROBENZOYL-COA', 'NADPH']",-3.3923339999999995
2926,EC-1.21.1.2,"['CPD-9674', 'NADP', 'CL-', 'PROTON']","['TRICHLOROETHENE', 'NADPH', 'OXYGEN-MOLECULE']",117.2417
2927,EC-1.21.21,"['S-SCOULERINE', 'OXYGEN-MOLECULE', 'PROTON']","['CPD-11852', 'HYDROGEN-PEROXIDE']",-78.80898
2928,EC-1.21.3,"['OXYGEN-MOLECULE', 'N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY']","['WATER', 'ISOPENICILLIN-N']",-113.044
2929,EC-1.21.3.1,"['OXYGEN-MOLECULE', 'COLUMBAMINE']","['WATER', 'BERBERINE']",-121.35396999999999
2930,EC-1.21.3.2,"['OXYGEN-MOLECULE', 'S-RETICULINE']","['PROTON', 'HYDROGEN-PEROXIDE', 'S-SCOULERINE']",-25.240005
2931,EC-1.21.3.3,"['SULOCHRIN', 'OXYGEN-MOLECULE', 'PROTON']","['CPD-1901', 'WATER']",-138.2658
2932,EC-1.21.3.4,"['SULOCHRIN', 'OXYGEN-MOLECULE', 'PROTON']","['CPD-1907', 'WATER']",-138.2658
2933,EC-1.21.3.5,"['CPD-7390', 'OXYGEN-MOLECULE']","['CPD-8634', 'WATER']",-125.58598
2934,EC-1.21.3.6,"['CPD-7390', 'OXYGEN-MOLECULE', 'Donor-H2']","['CPD-7392', 'WATER', 'Acceptor']",'No-Data'
2935,EC-1.21.3.6,"['CPD-8632', 'OXYGEN-MOLECULE']","['CPD-8634', 'WATER']", -125.58598
2936,EC-1.21.3.6,"['CPD-8633', 'OXYGEN-MOLECULE']","['CPD-8634', 'WATER']", -168.29195
2937,EC-1.21.3.6,"['CPD-8633', 'OXYGEN-MOLECULE']","['CPD-8635', 'WATER']", -125.58601000000002
2938,EC-1.21.3.7,"['CPD-7166', 'OXYGEN-MOLECULE']","['CPD-7170', 'HYDROGEN-PEROXIDE']",-47.059982
2939,EC-1.21.3.8,"['CPD-7175', 'OXYGEN-MOLECULE']","['CPD-7170', 'HYDROGEN-PEROXIDE']",-47.059982
2940,EC-1.21.3.M1,"['5-AMINOPENTANOATE', 'Oxidized-PrdC-Proteins']","['D-PROLINE', 'Reduced-PrdC-Proteins']",-15.902237
2941,EC-1.21.4.1,"['ACETYL-P', 'AMMONIUM', 'Ox-Thioredoxin', 'WATER']","['GLY', 'Pi', 'Red-Thioredoxin', 'PROTON']",-9.085266
2942,EC-1.21.4.2,"['ACETYL-P', 'METHYLAMINE', 'WATER', 'Ox-Thioredoxin']","['SARCOSINE', 'Pi', 'Red-Thioredoxin', 'PROTON']",-27.565277000000002
2943,EC-1.21.4.3,"['ACETYL-P', 'TRIMETHYLAMINE', 'WATER', 'Ox-Thioredoxin']","['BETAINE', 'Pi', 'Red-Thioredoxin', 'PROTON']",-40.775238
2944,EC-1.21.4.4,"['S-ADENOSYLMETHIONINE', 'CPD-10484']","['CPD-11419', 'MET', 'CH33ADO', 'PROTON']",-33.58003
2945,EC-1.21.98.1,"['CPD-11753', 'HYDROGEN-PEROXIDE']","['CPD-19709', 'WATER']",-75.078125
2946,EC-1.21.98.2,"['CPD-11890', 'HYDROGEN-PEROXIDE']","['CPD-19471', 'WATER']",-75.07812
2947,EC-1.21.98.3,"['PqqA-Proteins', 'S-ADENOSYLMETHIONINE']","['PqqA-Proteins-with-linked-Glu-Tyr', 'CH33ADO', 'MET', 'PROTON']",-1.9077834999999999
2948,EC-1.21.98.4,"['VINYL-CHLORIDE', 'CL-', 'Acceptor', 'PROTON']","['TRANS-12-DCE', 'Donor-H2']",No-Data
2949,EC-1.21.99,"['CPD-7175', 'Acceptor']","['CPD-7171', 'Donor-H2']",'No-Data'
2950,EC-1.21.99,"['CPD-7166', 'Acceptor']","['CPD-7171', 'Donor-H2']", 'No-Data'
2951,EC-1.21.99.1,"['CPD-10813', 'CPD-387', 'Acceptor', 'PROTON']","['L-THYROXINE', 'Donor-H2']",No-Data
2952,EC-1.21.99.3,"['LIOTHYRONINE', 'Donor-H2']","['CPD-11395', 'CPD-387', 'Acceptor', 'PROTON']",'No-Data'
2953,EC-1.21.99.3,"['CPD-11396', 'Donor-H2']","['CPD-13009', 'Acceptor', 'CPD-387', 'PROTON']", 'No-Data'
2954,EC-1.21.99.4,"['CPD-10813', 'Donor-H2']","['CPD-11395', 'CPD-387', 'Acceptor', 'PROTON']",'No-Data'
2955,EC-1.21.99.4,"['LIOTHYRONINE', 'CPD-387', 'Acceptor', 'PROTON']","['L-THYROXINE', 'Donor-H2']", 'No-Data'
2956,EC-1.21.99.5,"['Acceptor', 'CL-', 'TRICHLOROETHENE', 'PROTON']","['Donor-H2', 'TETRACHLOROETHENE']",'No-Data'
2957,EC-1.21.99.M1,"['VINYL-CHLORIDE', 'CL-', 'Acceptor', 'PROTON']","['DICHLOROETHENE', 'Donor-H2']",'No-Data'
2958,EC-1.21.99.M1,"['DICHLOROETHENE', 'CL-', 'Acceptor', 'PROTON']","['TRICHLOROETHENE', 'Donor-H2']", 'No-Data'
2959,EC-1.21.99.M2,"['4-HYDROXYPHENYLACETATE', 'CL-', 'Acceptor', 'PROTON']","['CPD-10862', 'Donor-H2']",No-Data
2960,EC-1.21.99.M3,"['CPD-10868', 'CL-', 'Acceptor']","['25-DICHLOROPHENOL', 'Donor-H2']",'No-Data'
2961,EC-1.21.99.M3,"['PHENOL', 'CL-', 'Acceptor', 'PROTON']","['CPD-10866', 'Donor-H2']", 'No-Data'
2962,EC-1.21.99.M3,"['CPD-10866', 'CL-', 'Acceptor']","['CPD-10865', 'Donor-H2']", 'No-Data'
2963,EC-1.21.99.M3,"['CPD-10868', 'CL-', 'Acceptor', 'PROTON']","['CPD-10864', 'Donor-H2']", 'No-Data'
2964,EC-1.21.99.M3,"['CPD-10870', 'CL-', 'Acceptor', 'PROTON']","['24-DICHLOROPHENOL', 'Donor-H2']", 'No-Data'
2965,EC-1.21.99.M4,"['Dimethoxylariciresinol', 'NADP']","['Syringaresinol', 'NADPH', 'PROTON']",1.4934998
2966,EC-1.23.1,"['CPD-8907', 'NADP']","['CPD-8905', 'NADPH', 'PROTON']",-2.9864807
2967,EC-1.23.1.1,"['CPD-8909', 'NADP']","['CPD-8907', 'NADPH', 'PROTON']",1.0134888000000002
2968,EC-1.23.1.2,"['CPD-8908', 'NADP']","['CPD-8906', 'NADPH', 'PROTON']",1.4934998
2969,EC-1.23.1.3,"['CPD-8910', 'NADP']","['CPD-8908', 'NADPH', 'PROTON']",1.0134888000000002
2970,EC-1.23.1.4,"['CPD-20680', 'ASCORBATE', 'PROTON']","['CPD-20693', 'L-DEHYDRO-ASCORBATE', 'WATER']",-0.80285645
2971,EC-1.23.5,"['CPD1F-133', 'ASCORBATE', 'PROTON']","['CPD1F-130', 'L-DEHYDRO-ASCORBATE', 'WATER']",-1.6057739
2972,EC-1.23.5.1,"['CPD-4141', 'Donor-H2']","['CPD-8134', 'Acceptor']",No-Data
2973,EC-1.3,"['CPD-14809', 'ATP', 'WATER', 'Donor-H2']","['CPD-14810', 'ADP', 'Pi', 'Acceptor', 'PROTON']",'No-Data'
2974,EC-1.3,"['PROTON', 'COUMARIN', 'NADPH']","['DIHYDROCOUMARIN', 'NADP']", -0.82354736
2975,EC-1.3,"['CPD-10030', 'Acceptor']","['CPD-260', 'Donor-H2']", 'No-Data'
2976,EC-1.3,"['PROTON', 'CPD-4141', 'NADPH']","['CPD-707', 'NADP']", -13.053528
2977,EC-1.3,"['CPD-8243', 'Acceptor']","['CPD-8244', 'Donor-H2']", 'No-Data'
2978,EC-1.3.1,"['CPD-19443', 'NADP']","['CPD-19435', 'NADPH', 'PROTON']",0.8234863000000001
2979,EC-1.3.1,"['CPD-20995', 'NAD']","['CPD-7274', 'NADH', 'PROTON']", 3.6217957000000003
